DateTime,Temperature,Humidity,Wind Speed,Power Consumption
3/21/2017 21:00,14.08,79.1,0.082,42820.08511
3/21/2017 21:10,14.07,79.2,0.081,42366.6383
3/21/2017 21:20,13.97,79.5,0.079,42158.29787
3/21/2017 21:30,13.85,79.8,0.083,41998.97872
3/21/2017 21:40,13.77,80.4,0.08,41643.57447
3/21/2017 21:50,13.58,80.7,0.083,40405.78723
3/21/2017 22:00,13.59,80.7,0.083,39486.6383
3/21/2017 22:10,13.64,80.6,0.081,39315.06383
3/21/2017 22:20,13.28,81.1,0.084,38469.44681
3/21/2017 22:30,13.16,81.3,0.083,37476.76596
3/21/2017 22:40,13.04,82.1,0.076,36839.48936
3/21/2017 22:50,12.87,82.4,0.074,36091.91489
3/21/2017 23:00,12.85,82.9,0.085,35307.57447
3/21/2017 23:10,12.87,83.4,0.074,34547.74468
3/21/2017 23:20,12.55,83.6,0.067,33358.97872
3/21/2017 23:30,12.17,84.2,0.076,32427.57447
3/21/2017 23:40,12.04,84.8,0.069,31496.17021
3/21/2017 23:50,12.04,85,0.07,30344.17021
3/22/2017 0:00,11.73,85.1,0.07,29633.3617
3/22/2017 0:10,11.46,85.8,0.068,29032.85106
3/22/2017 0:20,11.45,86.2,0.074,28383.31915
3/22/2017 0:30,11.46,86.4,0.072,27684.76596
3/22/2017 0:40,11.24,86.8,0.071,27304.85106
3/22/2017 0:50,11.22,87.1,0.07,26594.04255
3/22/2017 1:00,11.14,87.2,0.069,25993.53191
3/22/2017 1:10,11.08,87.3,0.069,25429.78723
3/22/2017 1:20,10.92,87.5,0.072,24951.82979
3/22/2017 1:30,10.97,87.6,0.062,24290.04255
3/22/2017 1:40,11.13,88,0.085,23824.34043
3/22/2017 1:50,11.26,87.8,0.084,23652.76596
3/22/2017 2:00,10.94,87.7,0.082,23542.46809
3/22/2017 2:10,10.65,88.1,0.082,23665.02128
3/22/2017 2:20,10.57,88.3,0.084,23628.25532
3/22/2017 2:30,10.56,88.4,0.082,23370.89362
3/22/2017 2:40,10.36,88.4,0.082,23248.34043
3/22/2017 2:50,10.16,88.9,0.08,22978.7234
3/22/2017 3:00,10.27,88.9,0.078,22880.68085
3/22/2017 3:10,10.29,89,0.079,22807.14894
3/22/2017 3:20,10.25,89.1,0.081,22537.53191
3/22/2017 3:30,10.04,89.2,0.081,22770.38298
3/22/2017 3:40,9.9,89.4,0.08,22672.34043
3/22/2017 3:50,9.88,89.5,0.08,22880.68085
3/22/2017 4:00,9.85,89.6,0.079,22672.34043
3/22/2017 4:10,9.84,89.7,0.076,22672.34043
3/22/2017 4:20,9.78,89.7,0.08,22843.91489
3/22/2017 4:30,9.64,89.9,0.081,23113.53191
3/22/2017 4:40,9.68,90.2,0.082,22929.70213
3/22/2017 4:50,9.48,90.1,0.084,23824.34043
3/22/2017 5:00,9.52,90.3,0.082,24326.80851
3/22/2017 5:10,9.46,90,0.082,24081.70213
3/22/2017 5:20,9.37,90.4,0.084,23897.87234
3/22/2017 5:30,9.45,90.3,0.082,23419.91489
3/22/2017 5:40,9.48,90.5,0.084,22819.40426
3/22/2017 5:50,9.51,90.4,0.082,22133.10638
3/22/2017 6:00,9.53,90.5,0.08,21434.55319
3/22/2017 6:10,9.61,90.6,0.079,20588.93617
3/22/2017 6:20,9.69,90.5,0.082,20392.85106
3/22/2017 6:30,9.68,90.3,0.083,20454.12766
3/22/2017 6:40,9.59,90.3,0.084,21079.14894
3/22/2017 6:50,9.61,90.5,0.08,21667.40426
3/22/2017 7:00,9.7,90.5,0.081,22365.95745
3/22/2017 7:10,9.72,90.5,0.083,23505.70213
3/22/2017 7:20,9.73,90.6,0.085,23738.55319
3/22/2017 7:30,9.76,90.6,0.083,24314.55319
3/22/2017 7:40,9.85,90.7,0.082,24179.74468
3/22/2017 7:50,9.88,90.6,0.082,24106.21277
3/22/2017 8:00,9.81,90.4,0.084,24915.06383
3/22/2017 8:10,9.76,90.6,0.082,25944.51064
3/22/2017 8:20,9.9,90.6,0.082,26446.97872
3/22/2017 8:30,9.77,90.4,0.082,26826.89362
3/22/2017 8:40,9.83,90.5,0.081,27280.34043
3/22/2017 8:50,9.86,90.6,0.081,27709.2766
3/22/2017 9:00,10.02,90.6,0.083,28420.08511
3/22/2017 9:10,9.99,90.5,0.084,30478.97872
3/22/2017 9:20,10.19,90.7,0.084,31312.34043
3/22/2017 9:30,10.49,90.6,0.09,31643.23404
3/22/2017 9:40,10.84,90.4,0.087,31961.87234
3/22/2017 9:50,11.15,89.8,0.083,32010.89362
3/22/2017 10:00,11.62,90.3,0.088,32599.14894
3/22/2017 10:10,12.12,89.6,0.084,33089.3617
3/22/2017 10:20,12.58,89.3,0.081,32280.51064
3/22/2017 10:30,13.11,89.2,0.083,32537.87234
3/22/2017 10:40,13.47,88.2,0.086,32672.68085
3/22/2017 10:50,13.9,88.7,0.084,32979.06383
3/22/2017 11:00,14.09,86.9,0.084,33542.80851
3/22/2017 11:10,14.47,86.6,0.084,33408
3/22/2017 11:20,14.95,86.2,0.083,33260.93617
3/22/2017 11:30,15.3,83.8,0.07,33849.19149
3/22/2017 11:40,15.75,78.9,0.071,33787.91489
3/22/2017 11:50,15.94,75,0.072,34204.59574
3/22/2017 12:00,16.26,72.7,0.073,34400.68085
3/22/2017 12:10,16.56,70.1,0.073,35148.25532
3/22/2017 12:20,16.74,69.38,0.073,35356.59574
3/22/2017 12:30,16.94,68.61,0.074,35160.51064
3/22/2017 12:40,17.31,68.81,0.074,35307.57447
3/22/2017 12:50,17.13,68.28,0.075,35332.08511
3/22/2017 13:00,17.16,70.2,0.073,35295.31915
3/22/2017 13:10,17.27,70.3,0.077,35368.85106
3/22/2017 13:20,17.78,70.1,0.075,35209.53191
3/22/2017 13:30,17.43,71.1,0.073,35307.57447
3/22/2017 13:40,17.49,71.7,0.072,34939.91489
3/22/2017 13:50,17.44,71.4,0.073,34535.48936
3/22/2017 14:00,17.14,73.2,0.071,34229.10638
3/22/2017 14:10,16.7,74.7,0.073,34535.48936
3/22/2017 14:20,16.39,76.2,0.07,34412.93617
3/22/2017 14:30,16.06,77.8,0.093,34425.19149
3/22/2017 14:40,15.9,79.2,0.078,34082.04255
3/22/2017 14:50,15.86,80.4,0.082,33787.91489
3/22/2017 15:00,15.8,81.2,0.076,33775.65957
3/22/2017 15:10,15.4,83.3,0.073,33812.42553
3/22/2017 15:20,15.12,83.8,0.07,33922.7234
3/22/2017 15:30,15.17,84.5,0.067,33567.31915
3/22/2017 15:40,14.94,84.5,0.067,33199.65957
3/22/2017 15:50,14.78,85.1,0.075,32415.31915
3/22/2017 16:00,14.9,85,0.077,32256
3/22/2017 16:10,15.1,84.6,0.074,32194.7234
3/22/2017 16:20,15.24,84.4,0.073,32427.57447
3/22/2017 16:30,15.21,83.6,0.077,32317.2766
3/22/2017 16:40,15.6,80.3,0.083,32501.10638
3/22/2017 16:50,15.81,77.7,0.082,32231.48936
3/22/2017 17:00,16.09,75.7,0.079,32010.89362
3/22/2017 17:10,16.39,74.1,0.083,32035.40426
3/22/2017 17:20,16.66,72.5,0.083,31839.31915
3/22/2017 17:30,16.74,64.99,0.081,31937.3617
3/22/2017 17:40,16.8,65.22,0.08,32317.2766
3/22/2017 17:50,16.72,65.35,0.081,32930.04255
3/22/2017 18:00,16.77,66.56,0.08,33579.57447
3/22/2017 18:10,16.83,66.02,0.082,34633.53191
3/22/2017 18:20,16.63,66.82,0.08,36202.21277
3/22/2017 18:30,16.36,68.02,0.083,37783.14894
3/22/2017 18:40,16.21,68.96,0.08,41055.31915
3/22/2017 18:50,16.09,69.73,0.082,43420.59574
3/22/2017 19:00,15.99,70.6,0.082,43996.59574
3/22/2017 19:10,15.89,71.6,0.083,44817.70213
3/22/2017 19:20,15.77,71.8,0.084,44609.3617
3/22/2017 19:30,15.47,71.8,0.08,44131.40426
3/22/2017 19:40,15.36,72,0.082,43396.08511
3/22/2017 19:50,15.28,72.4,0.081,43040.68085
3/22/2017 20:00,15.19,72.7,0.082,43310.29787
3/22/2017 20:10,15.1,72.8,0.082,43739.23404
3/22/2017 20:20,15.18,72.2,0.083,43837.2766
3/22/2017 20:30,15.24,71.6,0.081,43849.53191
3/22/2017 20:40,15.41,68.22,0.08,43739.23404
3/22/2017 20:50,15.29,68.96,0.083,43420.59574
3/22/2017 21:00,15.14,71.1,0.084,42599.48936
3/22/2017 21:10,15.03,71.3,0.08,42685.2766
3/22/2017 21:20,14.84,74.1,0.078,42513.70213
3/22/2017 21:30,14.46,76.1,0.078,42035.74468
3/22/2017 21:40,14.38,77.2,0.081,41288.17021
3/22/2017 21:50,14.33,78.6,0.081,40614.12766
3/22/2017 22:00,14.59,78.4,0.078,40074.89362
3/22/2017 22:10,14.55,78.1,0.079,39266.04255
3/22/2017 22:20,14.39,78.4,0.078,38395.91489
3/22/2017 22:30,14.43,77.5,0.079,37636.08511
3/22/2017 22:40,14.09,81,0.078,37133.61702
3/22/2017 22:50,13.57,83.3,0.078,35797.78723
3/22/2017 23:00,13.47,84.3,0.079,34878.6383
3/22/2017 23:10,13.48,84.6,0.078,33824.68085
3/22/2017 23:20,13.42,84.6,0.078,32709.44681
3/22/2017 23:30,13.25,84.9,0.075,32035.40426
3/22/2017 23:40,13.08,85,0.076,31226.55319
3/22/2017 23:50,12.9,84.8,0.078,30123.57447
3/23/2017 0:00,12.66,84.2,0.077,29277.95745
3/23/2017 0:10,12.73,82.4,0.077,28652.93617
3/23/2017 0:20,12.79,80.1,0.075,27942.12766
3/23/2017 0:30,12.85,78.5,0.078,27439.65957
3/23/2017 0:40,12.8,77.3,0.075,27243.57447
3/23/2017 0:50,12.72,74,0.079,26569.53191
3/23/2017 1:00,12.6,71.8,0.079,25883.23404
3/23/2017 1:10,12.5,69.63,0.078,25478.80851
3/23/2017 1:20,12.51,66.29,0.076,25086.6383
3/23/2017 1:30,12.54,63.82,0.077,24473.87234
3/23/2017 1:40,12.53,63.85,0.079,24057.19149
3/23/2017 1:50,12.52,63.89,0.079,23775.31915
3/23/2017 2:00,12.46,64.39,0.081,23517.95745
3/23/2017 2:10,12.45,64.59,0.077,23272.85106
3/23/2017 2:20,12.51,64.02,0.079,23383.14894
3/23/2017 2:30,12.48,64.59,0.079,23346.38298
3/23/2017 2:40,12.34,65.85,0.082,23309.61702
3/23/2017 2:50,12.05,65.39,0.08,23383.14894
3/23/2017 3:00,11.62,66.79,0.082,23211.57447
3/23/2017 3:10,11.31,69.89,0.081,23027.74468
3/23/2017 3:20,10.94,72.8,0.08,22978.7234
3/23/2017 3:30,10.83,73.6,0.087,22917.44681
3/23/2017 3:40,10.83,73.6,0.082,22868.42553
3/23/2017 3:50,10.84,73.6,0.078,22758.12766
3/23/2017 4:00,11.02,71.1,0.081,22905.19149
3/23/2017 4:10,11,68.42,0.08,22941.95745
3/23/2017 4:20,11.01,66.96,0.082,23174.80851
3/23/2017 4:30,10.92,66.42,0.079,23272.85106
3/23/2017 4:40,10.97,65.52,0.083,23334.12766
3/23/2017 4:50,11.04,63.48,0.081,24522.89362
3/23/2017 5:00,10.95,62.48,0.08,24792.51064
3/23/2017 5:10,10.95,61.01,0.08,24363.57447
3/23/2017 5:20,10.93,61.05,0.078,24044.93617
3/23/2017 5:30,10.93,61.08,0.081,23873.3617
3/23/2017 5:40,10.87,60.05,0.082,23211.57447
3/23/2017 5:50,11.02,59.05,0.08,22182.12766
3/23/2017 6:00,11.09,57.78,0.077,21471.31915
3/23/2017 6:10,11.07,57.71,0.079,20723.74468
3/23/2017 6:20,11.02,58.11,0.077,20245.78723
3/23/2017 6:30,11.13,57.48,0.078,20270.29787
3/23/2017 6:40,11.16,57.58,0.09,21017.87234
3/23/2017 6:50,11.16,57.98,0.082,21422.29787
3/23/2017 7:00,11.22,57.78,0.079,22329.19149
3/23/2017 7:10,11.32,56.61,0.082,22954.21277
3/23/2017 7:20,11.5,55.81,0.08,23248.34043
3/23/2017 7:30,11.55,55.21,0.08,23444.42553
3/23/2017 7:40,11.47,56.78,0.082,23407.65957
3/23/2017 7:50,11.39,56.85,0.081,23591.48936
3/23/2017 8:00,11.34,60.59,0.078,23995.91489
3/23/2017 8:10,10.68,65.73,0.084,24633.19149
3/23/2017 8:20,10.09,68.34,0.079,25258.21277
3/23/2017 8:30,10.02,66.9,0.078,25834.21277
3/23/2017 8:40,10.21,66.34,0.08,26287.65957
3/23/2017 8:50,10.74,61.09,0.079,26532.76596
3/23/2017 9:00,11.04,60.49,0.084,27709.2766
3/23/2017 9:10,11.25,60.43,0.084,27978.89362
3/23/2017 9:20,11.27,60.03,0.081,28297.53191
3/23/2017 9:30,11.45,60.3,0.084,29228.93617
3/23/2017 9:40,11.69,59.76,0.082,29596.59574
3/23/2017 9:50,11.89,60.26,0.08,29939.74468
3/23/2017 10:00,12.44,59.43,0.082,30135.82979
3/23/2017 10:10,12.75,56.22,0.084,30687.31915
3/23/2017 10:20,12.88,56.16,0.081,30503.48936
3/23/2017 10:30,12.98,55.02,0.083,28910.29787
3/23/2017 10:40,12.9,54.19,0.082,31630.97872
3/23/2017 10:50,13.2,52.42,0.082,32819.74468
3/23/2017 11:00,13.43,51.99,0.083,33113.87234
3/23/2017 11:10,13.5,52.95,0.08,33138.38298
3/23/2017 11:20,13.08,54.55,0.082,33677.61702
3/23/2017 11:30,12.59,56.29,0.084,33861.44681
3/23/2017 11:40,12.58,56.69,0.082,34033.02128
3/23/2017 11:50,12.6,56.56,0.082,35099.23404
3/23/2017 12:00,12.48,59.47,0.087,34535.48936
3/23/2017 12:10,11.6,64.47,0.077,35295.31915
3/23/2017 12:20,10.77,65.88,0.08,35773.2766
3/23/2017 12:30,11.15,63.81,0.08,35601.70213
3/23/2017 12:40,11.35,61.53,0.078,35307.57447
3/23/2017 12:50,11.14,62.47,0.084,34878.6383
3/23/2017 13:00,11.29,62.9,0.079,35001.19149
3/23/2017 13:10,11.37,63.14,0.082,34756.08511
3/23/2017 13:20,11.67,61.57,0.082,34756.08511
3/23/2017 13:30,11.46,64.57,0.082,34547.74468
3/23/2017 13:40,10.92,66.54,0.085,34474.21277
3/23/2017 13:50,10.51,66.24,0.085,34327.14894
3/23/2017 14:00,10.38,66.54,0.083,34204.59574
3/23/2017 14:10,10.55,65.61,0.08,34069.78723
3/23/2017 14:20,11.2,63.14,0.081,33763.40426
3/23/2017 14:30,11.66,59.23,0.08,33665.3617
3/23/2017 14:40,11.8,59.5,0.081,33371.23404
3/23/2017 14:50,12.15,58.93,0.081,33812.42553
3/23/2017 15:00,12.01,59.67,0.082,33555.06383
3/23/2017 15:10,11.7,60.67,0.083,33175.14894
3/23/2017 15:20,11.15,63.07,0.082,33358.97872
3/23/2017 15:30,11,64.64,0.079,33371.23404
3/23/2017 15:40,11.33,63.67,0.08,33395.74468
3/23/2017 15:50,11.48,61.4,0.086,32954.55319
3/23/2017 16:00,12.26,61.4,0.085,32758.46809
3/23/2017 16:10,12.57,59.97,0.082,32390.80851
3/23/2017 16:20,13.01,56.59,0.082,32513.3617
3/23/2017 16:30,13.28,53.62,0.083,32991.31915
3/23/2017 16:40,13.03,54.19,0.082,33089.3617
3/23/2017 16:50,13.33,54.12,0.083,32868.76596
3/23/2017 17:00,13.55,54.36,0.089,32182.46809
3/23/2017 17:10,13.35,54.96,0.086,32206.97872
3/23/2017 17:20,12.83,59.7,0.085,32280.51064
3/23/2017 17:30,12.33,62.07,0.084,32366.29787
3/23/2017 17:40,12.21,62.77,0.086,32366.29787
3/23/2017 17:50,12.08,62.7,0.082,33211.91489
3/23/2017 18:00,11.63,64.57,0.085,33947.23404
3/23/2017 18:10,11.63,64.84,0.08,34645.78723
3/23/2017 18:20,11.54,65.17,0.086,35810.04255
3/23/2017 18:30,11.63,65.27,0.083,37856.68085
3/23/2017 18:40,11.69,64.73,0.087,40920.51064
3/23/2017 18:50,11.59,63.4,0.083,42991.65957
3/23/2017 19:00,11.45,62.93,0.085,44070.12766
3/23/2017 19:10,11.33,62.76,0.083,44560.34043
3/23/2017 19:20,11.21,63.53,0.087,44376.51064
3/23/2017 19:30,11,63.3,0.085,43910.80851
3/23/2017 19:40,11.04,63.46,0.086,43530.89362
3/23/2017 19:50,10.81,65.37,0.087,43371.57447
3/23/2017 20:00,10.75,65.57,0.082,43052.93617
3/23/2017 20:10,11.09,63.6,0.085,43445.10638
3/23/2017 20:20,10.77,65.23,0.082,43726.97872
3/23/2017 20:30,10.81,65.2,0.085,43641.19149
3/23/2017 20:40,10.75,66.33,0.085,43739.23404
3/23/2017 20:50,10.57,67.1,0.081,43616.68085
3/23/2017 21:00,10.47,67.4,0.085,43138.7234
3/23/2017 21:10,10.33,67.83,0.09,42624
3/23/2017 21:20,10.24,68.07,0.087,42317.61702
3/23/2017 21:30,10.13,68.67,0.085,42182.80851
3/23/2017 21:40,10.25,68.67,0.082,41214.6383
3/23/2017 21:50,10.59,66.27,0.085,40307.74468
3/23/2017 22:00,10.37,67.74,0.088,39694.97872
3/23/2017 22:10,10.02,70.1,0.085,39106.7234
3/23/2017 22:20,9.8,71.1,0.081,38359.14894
3/23/2017 22:30,9.96,70.9,0.086,37452.25532
3/23/2017 22:40,10.05,70.1,0.088,36765.95745
3/23/2017 22:50,10,69.88,0.082,35675.23404
3/23/2017 23:00,10.06,69.01,0.081,34805.10638
3/23/2017 23:10,10.12,68.47,0.085,33861.44681
3/23/2017 23:20,10.16,67.77,0.089,32562.38298
3/23/2017 23:30,10.08,68.11,0.088,31790.29787
3/23/2017 23:40,9.95,69.08,0.085,30711.82979
3/23/2017 23:50,9.8,69.58,0.089,29780.42553
3/24/2017 0:00,9.77,69.45,0.082,29192.17021
3/24/2017 0:10,9.7,69.58,0.085,28603.91489
3/24/2017 0:20,9.7,69.25,0.082,28162.7234
3/24/2017 0:30,9.72,68.75,0.082,27648
3/24/2017 0:40,9.72,68.38,0.084,27022.97872
3/24/2017 0:50,9.67,68.35,0.082,26520.51064
3/24/2017 1:00,9.64,68.05,0.087,25785.19149
3/24/2017 1:10,9.55,68.38,0.084,25221.44681
3/24/2017 1:20,9.46,68.71,0.086,24964.08511
3/24/2017 1:30,9.18,69.41,0.082,24486.12766
3/24/2017 1:40,9.19,69.55,0.083,24216.51064
3/24/2017 1:50,9.24,69.21,0.079,23959.14894
3/24/2017 2:00,9.34,68.25,0.087,23493.44681
3/24/2017 2:10,9.27,68.45,0.082,23211.57447
3/24/2017 2:20,9.22,68.55,0.081,23174.80851
3/24/2017 2:30,9.12,68.98,0.081,23138.04255
3/24/2017 2:40,9.12,69.01,0.08,22476.25532
3/24/2017 2:50,9.07,69.22,0.082,22414.97872
3/24/2017 3:00,9.15,69.08,0.082,22549.78723
3/24/2017 3:10,9.23,69.22,0.08,22341.44681
3/24/2017 3:20,9.24,69.55,0.081,22292.42553
3/24/2017 3:30,9.65,69.42,0.081,22243.40426
3/24/2017 3:40,9.96,67.78,0.083,22378.21277
3/24/2017 3:50,10.1,66.34,0.086,21520.34043
3/24/2017 4:00,10.34,66.58,0.084,21508.08511
3/24/2017 4:10,10.56,66.08,0.084,22145.3617
3/24/2017 4:20,10.56,67.31,0.083,22598.80851
3/24/2017 4:30,10.47,68.15,0.082,22635.57447
3/24/2017 4:40,10.75,67.88,0.082,22917.44681
3/24/2017 4:50,11.07,66.94,0.081,24155.23404
3/24/2017 5:00,11.14,66.44,0.082,24057.19149
3/24/2017 5:10,10.93,67.88,0.082,23799.82979
3/24/2017 5:20,10.82,68.95,0.082,23554.7234
3/24/2017 5:30,10.66,70.6,0.083,23285.10638
3/24/2017 5:40,10.35,72.5,0.083,22611.06383
3/24/2017 5:50,10.1,74.5,0.081,21851.23404
3/24/2017 6:00,10.14,79.1,0.083,20956.59574
3/24/2017 6:10,10.35,77.9,0.085,20270.29787
3/24/2017 6:20,10.57,78,0.084,20012.93617
3/24/2017 6:30,11.12,77.1,0.084,20270.29787
3/24/2017 6:40,11.4,75.9,0.083,20564.42553
3/24/2017 6:50,11.28,75.1,0.08,20981.10638
3/24/2017 7:00,11.64,77,0.082,21557.10638
3/24/2017 7:10,11.74,74.1,0.084,22672.34043
3/24/2017 7:20,11.2,74.4,0.082,23113.53191
3/24/2017 7:30,11.16,74.2,0.083,23162.55319
3/24/2017 7:40,11.62,75,0.083,23076.76596
3/24/2017 7:50,11.94,73.6,0.078,22954.21277
3/24/2017 8:00,12.26,72.4,0.085,23187.06383
3/24/2017 8:10,12.49,72.8,0.08,24130.7234
3/24/2017 8:20,13.61,69.88,0.082,24608.68085
3/24/2017 8:30,13.7,67.01,0.078,25442.04255
3/24/2017 8:40,13.7,66.81,0.082,25809.70213
3/24/2017 8:50,12.75,69.52,0.084,26250.89362
3/24/2017 9:00,13.19,71,0.082,26986.21277
3/24/2017 9:10,13.81,67.95,0.083,27402.89362
3/24/2017 9:20,14,67.45,0.079,27978.89362
3/24/2017 9:30,14.31,67.38,0.085,28567.14894
3/24/2017 9:40,14.5,66.71,0.085,29388.25532
3/24/2017 9:50,13.76,68.51,0.086,29841.70213
3/24/2017 10:00,13.31,69.05,0.085,30184.85106
3/24/2017 10:10,13.1,69.88,0.083,30748.59574
3/24/2017 10:20,13.37,70.3,0.081,31324.59574
3/24/2017 10:30,13.35,69.82,0.086,31667.74468
3/24/2017 10:40,13.36,70.5,0.083,31974.12766
3/24/2017 10:50,13.52,70.7,0.087,32256
3/24/2017 11:00,13.43,70.8,0.086,32684.93617
3/24/2017 11:10,13.56,70.6,0.087,32770.7234
3/24/2017 11:20,13.72,70.5,0.086,32942.29787
3/24/2017 11:30,14.09,71.2,0.084,33567.31915
3/24/2017 11:40,14.56,68.41,0.087,33469.2766
3/24/2017 11:50,14.52,67.18,0.086,33444.76596
3/24/2017 12:00,14.53,66.98,0.084,33150.6383
3/24/2017 12:10,14.48,67.21,0.081,33297.70213
3/24/2017 12:20,14.47,66.71,0.083,32917.78723
3/24/2017 12:30,14.46,65.94,0.082,32182.46809
3/24/2017 12:40,14.81,66.61,0.087,32231.48936
3/24/2017 12:50,15.01,62.87,0.085,32317.2766
3/24/2017 13:00,15.02,61.5,0.084,32354.04255
3/24/2017 13:10,15.25,60.97,0.084,32807.48936
3/24/2017 13:20,15.64,62.07,0.086,32832
3/24/2017 13:30,15.52,60.63,0.08,32807.48936
3/24/2017 13:40,15.79,60.03,0.084,31998.6383
3/24/2017 13:50,15.56,59.1,0.085,32243.74468
3/24/2017 14:00,15.62,55.33,0.084,33616.34043
3/24/2017 14:10,15.7,52.79,0.082,33702.12766
3/24/2017 14:20,15.67,52.52,0.086,33640.85106
3/24/2017 14:30,15.86,47.68,0.086,33665.3617
3/24/2017 14:40,16.11,46.68,0.086,33224.17021
3/24/2017 14:50,16.19,47.28,0.087,32942.29787
3/24/2017 15:00,15.9,46.51,0.086,32513.3617
3/24/2017 15:10,16.22,44.01,0.086,32219.23404
3/24/2017 15:20,16.54,44.57,0.085,32047.65957
3/24/2017 15:30,16.5,45.28,0.085,32243.74468
3/24/2017 15:40,16.28,44.91,0.086,31925.10638
3/24/2017 15:50,16.44,44.31,0.083,31741.2766
3/24/2017 16:00,16.3,41.84,0.085,31483.91489
3/24/2017 16:10,16.2,43.77,0.086,31459.40426
3/24/2017 16:20,16.4,42.7,0.085,31532.93617
3/24/2017 16:30,16.15,42.6,0.084,30858.89362
3/24/2017 16:40,16.23,42.1,0.086,30932.42553
3/24/2017 16:50,16.1,41.57,0.087,30809.87234
3/24/2017 17:00,16.15,40.03,0.088,30724.08511
3/24/2017 17:10,16.3,35.46,0.09,30552.51064
3/24/2017 17:20,16.33,32.82,0.085,30564.76596
3/24/2017 17:30,16.55,30.05,0.084,30736.34043
3/24/2017 17:40,16.65,30.14,0.086,31287.82979
3/24/2017 17:50,16.64,27.34,0.091,31532.93617
3/24/2017 18:00,16.66,26.27,0.086,32354.04255
3/24/2017 18:10,16.54,26.87,0.088,33457.02128
3/24/2017 18:20,16.34,39.96,0.087,34633.53191
3/24/2017 18:30,15.6,45.5,0.086,36410.55319
3/24/2017 18:40,15.15,47.93,0.083,39376.34043
3/24/2017 18:50,14.91,48.1,0.082,42219.57447
3/24/2017 19:00,14.78,49.2,0.086,43028.42553
3/24/2017 19:10,14.64,49.4,0.085,43579.91489
3/24/2017 19:20,14.56,49.17,0.088,43641.19149
3/24/2017 19:30,14.29,49.03,0.087,43163.23404
3/24/2017 19:40,13.94,50.5,0.087,42636.25532
3/24/2017 19:50,13.67,51.13,0.086,42758.80851
3/24/2017 20:00,13.52,53.24,0.084,42967.14894
3/24/2017 20:10,13.43,53.2,0.088,43224.51064
3/24/2017 20:20,13.44,52.27,0.086,43175.48936
3/24/2017 20:30,13.37,51.94,0.085,43224.51064
3/24/2017 20:40,13.41,51.54,0.086,43052.93617
3/24/2017 20:50,13.66,49.93,0.085,42869.10638
3/24/2017 21:00,13.69,48.87,0.085,42734.29787
3/24/2017 21:10,13.74,48.87,0.089,42391.14894
3/24/2017 21:20,13.55,49.53,0.09,41741.61702
3/24/2017 21:30,13.58,49.43,0.087,41092.08511
3/24/2017 21:40,13.59,50,0.088,40552.85106
3/24/2017 21:50,13.46,50.6,0.084,39952.34043
3/24/2017 22:00,13.55,50.67,0.087,39854.29787
3/24/2017 22:10,13.41,52.04,0.087,39694.97872
3/24/2017 22:20,13.35,52.27,0.087,39045.44681
3/24/2017 22:30,13.44,52.27,0.082,38273.3617
3/24/2017 22:40,13.65,52.27,0.09,37648.34043
3/24/2017 22:50,13.6,51.74,0.086,36655.65957
3/24/2017 23:00,13.41,53.07,0.087,35748.76596
3/24/2017 23:10,13.16,53.67,0.087,34645.78723
3/24/2017 23:20,12.91,55.44,0.087,33861.44681
3/24/2017 23:30,12.8,55.71,0.087,32525.61702
3/24/2017 23:40,12.84,55.64,0.087,31557.44681
3/24/2017 23:50,12.8,55.37,0.094,30920.17021
3/25/2017 0:00,12.74,55.31,0.085,29952
3/25/2017 0:10,12.4,57.44,0.088,29008.34043
3/25/2017 0:20,12.14,58.21,0.091,28407.82979
3/25/2017 0:30,11.72,60.78,0.086,27378.38298
3/25/2017 0:40,11.06,63.58,0.082,26790.12766
3/25/2017 0:50,11.06,63.85,0.088,26397.95745
3/25/2017 1:00,11.17,62.75,0.086,25969.02128
3/25/2017 1:10,10.96,63.22,0.082,25429.78723
3/25/2017 1:20,10.91,63.25,0.083,24743.48936
3/25/2017 1:30,10.54,64.52,0.088,24571.91489
3/25/2017 1:40,10.48,64.49,0.083,24167.48936
3/25/2017 1:50,10.12,65.72,0.082,23750.80851
3/25/2017 2:00,9.66,67.59,0.086,23554.7234
3/25/2017 2:10,9.66,67.86,0.086,23530.21277
3/25/2017 2:20,9.69,67.96,0.088,22941.95745
3/25/2017 2:30,9.93,67.26,0.085,22709.10638
3/25/2017 2:40,10.19,65.12,0.085,22231.14894
3/25/2017 2:50,9.96,65.02,0.085,22059.57447
3/25/2017 3:00,9.39,66.96,0.086,21986.04255
3/25/2017 3:10,9.51,66.99,0.085,21838.97872
3/25/2017 3:20,9.71,65.59,0.084,21716.42553
3/25/2017 3:30,9.73,64.55,0.082,21557.10638
3/25/2017 3:40,9.72,63.85,0.082,21606.12766
3/25/2017 3:50,9.57,63.89,0.082,21532.59574
3/25/2017 4:00,9.45,64.82,0.084,21753.19149
3/25/2017 4:10,9.55,64.89,0.085,22182.12766
3/25/2017 4:20,9.8,63.28,0.084,22267.91489
3/25/2017 4:30,10.03,61.95,0.084,22280.17021
3/25/2017 4:40,9.74,62.12,0.085,22892.93617
3/25/2017 4:50,9.43,63.29,0.084,23897.87234
3/25/2017 5:00,9.46,63.62,0.082,23812.08511
3/25/2017 5:10,9.67,62.79,0.087,23395.40426
3/25/2017 5:20,9.79,61.95,0.084,23113.53191
